"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"Moderator calls for resignation","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-17","Jun 17, 1963","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184829521?accountid=10792&bdid=57410&_bd=MypmJVIXMn2mpksoQ2%2Fj6sbFMZ8%3D",""
"Pressure mounts on Attwoods","","Wainwright, Peter","The Observer (1901- 2003)","Historical Newspapers","","","","1991-10-27","Oct 27, 1991","27","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477431753?accountid=10792&bdid=57410&_bd=ehhihBvNXqZ9D%2BMuG03UUM7gcU0%3D",""
"The notorious Astors","","Fay, Gerard","The Guardian (1959-2003)","Historical Newspapers","","","","1966-11-25","Nov 25, 1966","16","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185192042?accountid=10792&bdid=57410&_bd=aIWm36ui5ZDEsddZBwjahz5%2FgY4%3D",""
"The case for the cameras","","Critchley, Julian","The Observer (1901- 2003)","Historical Newspapers","","","","1987-08-23","Aug 23, 1987","7","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477115591?accountid=10792&bdid=57410&_bd=gM9rGM2wnwi%2B%2BLz7DC0VoMuvjGA%3D",""
"Richard Lamb","","Roth, Andrew","The Guardian (1959-2003)","Historical Newspapers","","","","2000-01-10","Jan 10, 2000","16","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188465086?accountid=10792&bdid=57410&_bd=eCBXYcFdZ667RdgbUaj2xZrzDpI%3D",""
"Another long, hot summer for Major","","Brooks, Richard","The Observer (1901- 2003)","Historical Newspapers","","","","1991-07-14","Jul 14, 1991","20","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477419870?accountid=10792&bdid=57410&_bd=86lBxIr46UROzGhnkh0gMjjpkLY%3D",""
"Waiting for reaction to Denning","","FRANCIS BOYD our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-23","Sep 23, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184901871?accountid=10792&bdid=57410&_bd=aYTPniY%2FfNdFRWDpbADEe0y5bv8%3D",""
"Table of Contents 4 -- No Title","","","The Guardian (1959-2003)","Historical Newspapers","","","","1994-01-19","Jan 19, 1994","A1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187479779?accountid=10792&bdid=57410&_bd=oLAbCVtlO%2FThRpp6zmkYhqM70FY%3D",""
"Calls for freeze on interest as inflation drops to 1.1%","","Mark Atkinson Economics Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1999-09-15","Sep 15, 1999","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188401236?accountid=10792&bdid=57410&_bd=M6ujEGaYDHE17gmnAcR%2FdJUGXVA%3D",""
"Public political downfalls that shook the system","","","The Guardian (1959-2003)","Historical Newspapers","","","","1991-10-04","Oct 4, 1991","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187162107?accountid=10792&bdid=57410&_bd=eC25aVEP3uXWegFY%2BmDugdf7bx8%3D",""
"October 11, 2011 (Page 15)","","","(Page 15)","Historical Newspapers","","","","2011-10-11","Oct 11, 2011","15","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2746585706?accountid=10792&bdid=57410&_bd=Ph3%2Bbqw6gtVBEGx%2BoKwLKldhcYs%3D",""
"Blue plaque--with frills on--for saucy card king","","Walker, Martin","The Guardian (1959-2003)","Historical Newspapers","","","","1977-09-14","Sep 14, 1977","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185965645?accountid=10792&bdid=57410&_bd=%2B1DIj7CUNUlkJSNArPxfVZzRntM%3D",""
"Mandelson's memory test","","Matthews, George","The Guardian (1959-2003)","Historical Newspapers","","","","2001-02-05","Feb 5, 2001","17","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188632944?accountid=10792&bdid=57410&_bd=8Os0ENxRrqtQ2cyfh%2BdJSKlF%2FUQ%3D",""
"PRESS: Mr Murdoch's shaky start","","","The Observer (1901- 2003)","Historical Newspapers","","","","1969-09-28","Sep 28, 1969","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475904633?accountid=10792&bdid=57410&_bd=XtyrBTggUK%2FVwioqjrShpYMX8kE%3D",""
"July 2, 1963 (Page 1 of 24)","","","(Page 1 of 24)","Historical Newspapers","","","","1963-07-02","Jul 2, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712272848?accountid=10792&bdid=57410&_bd=I64IyThCc1UV9ca9bbODTplEDVk%3D",""
"Back then It was sex and spies and rock and roll","","Elliott, Larry","The Guardian (1959-2003)","Historical Newspapers","","","","2001-11-09","Nov 9, 2001","21","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188853936?accountid=10792&bdid=57410&_bd=3vnBe3ueGu1HgQBnSsvnd58MCOU%3D",""
"Keeping order in the House","","Boyd, Francis","The Guardian (1959-2003)","Historical Newspapers","","","","1975-10-10","Oct 10, 1975","12","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185877028?accountid=10792&bdid=57410&_bd=P3jT%2BymfbXlbufCAOkR4boThA%2B4%3D",""
"Deaths","","","The Guardian (1959-2003)","Historical Newspapers","","","","1988-06-20","Jun 20, 1988","39","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186838066?accountid=10792&bdid=57410&_bd=ZVeTr6YDVQKm%2Fiw5zoE24PzSx30%3D",""
"June 17, 1998 (Page 59 of 76)","","","(Page 59 of 76)","Historical Newspapers","","","","1998-06-17","Jun 17, 1998","59","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713291342?accountid=10792&bdid=57410&_bd=yqwH%2FL7TYi1WUQZGyLNNPisZ%2FYs%3D",""
"January 24, 2013 (Page 42)","","","(Page 42)","Historical Newspapers","","","","2013-01-24","Jan 24, 2013","42","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745014495?accountid=10792&bdid=57410&_bd=Lhd6S72dIi12M4sujXQun5zOkrk%3D",""
"December 8, 1960 (Page 14 of 32)","","","(Page 14 of 32)","Historical Newspapers","","","","1960-12-08","Dec 8, 1960","14","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712297213?accountid=10792&bdid=57410&_bd=Z6Ae%2F%2BhC3Z9AoJbVudknV%2FIXXF8%3D",""
"May 16, 2018 (Page 25)","","","(Page 25)","Historical Newspapers","","","","2018-05-16","May 16, 2018","25","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2746530101?accountid=10792&bdid=57410&_bd=jRUKfxcvY2jnmoocsE1CtFtmhkk%3D",""
"Lord Deedes Dear Bill's finest hour","","","The Guardian (1959-2003)","Historical Newspapers","","","","1997-09-15","Sep 15, 1997","B6","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188005889?accountid=10792&bdid=57410&_bd=ZmoIkFQSX5GIXcS86%2Bn6OVuaht8%3D",""
"Rate hope as inflation hits 38-year low","Plunging Petrol Prices may bring new mortgage cut","Elliott, Larry; Stewart, Heather","The Guardian (1959-2003)","Historical Newspapers","","","","2001-12-12","Dec 12, 2001","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188836261?accountid=10792&bdid=57410&_bd=K0%2FHsdYCIiJVon76QsmMpWlCsz4%3D",""
"review","TARZAN'S LAST STAND in Liverpool","Reynolds, Stanley","The Guardian (1959-2003)","Historical Newspapers","","","","1973-05-03","May 3, 1973","12","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185623769?accountid=10792&bdid=57410&_bd=ZvmdjgWcbp92knmDmBvQFi%2BjJNE%3D",""
"Lord Shawcross on task of press","","PATRICK KEATLEY Our Commonwealth Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-19","Jun 19, 1963","11","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184873907?accountid=10792&bdid=57410&_bd=ObYc1KM%2FSCA%2FIqy%2BVG2fb6sRE1I%3D",""
"Weekend Birthdays","","","The Guardian (1959-2003)","Historical Newspapers","","","","1996-11-09","Nov 9, 1996","19","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187984927?accountid=10792&bdid=57410&_bd=t1DVetoN1UTqjYkoVevhjD6rm3o%3D",""
"March 7, 1961 (Page 16 of 32)","","","(Page 16 of 32)","Historical Newspapers","","","","1961-03-07","Mar 7, 1961","16","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712300486?accountid=10792&bdid=57410&_bd=2olGmi2WAFTV%2BGbxA6v84ZVV11o%3D",""
"Pop LONDON","","","The Guardian (1959-2003)","Historical Newspapers","","","","2000-08-19","Aug 19, 2000","C27","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188517487?accountid=10792&bdid=57410&_bd=T9Nf%2FrRUgc1WAwDPemiv0HJi%2BvE%3D",""
"Baron Rhyl, Tory champion of cuts in the Macmillan era","OBITUARY","","The Guardian (1959-2003)","Historical Newspapers","","","","1981-03-10","Mar 10, 1981","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186324497?accountid=10792&bdid=57410&_bd=sdFmYUaB0NNG71pmUy89ohn8oSc%3D",""
"Time was","OCTOBER 14 1983","Olins, Ben","The Guardian (1959-2003)","Historical Newspapers","","","","1995-10-14","Oct 14, 1995","B65","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187727363?accountid=10792&bdid=57410&_bd=9wsf1IO4XCdvMlncPd36nDWQvco%3D",""
"June 12, 1963 (Page 15 of 28)","","","(Page 15 of 28)","Historical Newspapers","","","","1963-06-12","Jun 12, 1963","15","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712243184?accountid=10792&bdid=57410&_bd=myG4GI8U%2Fh5XMJhP%2FFb0OqilVXw%3D",""
"Christians the least security risk","Mr Butler's view","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-17","Jun 17, 1963","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184876266?accountid=10792&bdid=57410&_bd=%2FbdWKTESTv3iI32sySYgYlcqhjg%3D",""
"MOVE&IMPROVE","","Flanagan, Ben","The Observer (1901- 2003)","Historical Newspapers","","","","2003-03-23","Mar 23, 2003","B36","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478363982?accountid=10792&bdid=57410&_bd=5kvAyqIapHpmjnP5BXG48%2B4jQ%2F8%3D",""
"August 29, 1967 (Page 9 of 24)","","","(Page 9 of 24)","Historical Newspapers","","","","1967-08-29","Aug 29, 1967","9","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712424283?accountid=10792&bdid=57410&_bd=Gv91nEW0xnv%2BxPfSRdakXWHiUeE%3D",""
"July 8, 1963 (Page 14 of 28)","","","(Page 14 of 28)","Historical Newspapers","","","","1963-07-08","Jul 8, 1963","14","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712224544?accountid=10792&bdid=57410&_bd=6ShGiA9Dj3xjF7lkfK6fglM6pcg%3D",""
"Deeper in the mid-term mire","The Tories are more unpopular than any post-war administration but they could still bounce back","Crewe, Ivor","The Guardian (1959-2003)","Historical Newspapers","","","","1994-05-05","May 5, 1994","24","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187545296?accountid=10792&bdid=57410&_bd=bEdaxuaHui2yztim1SuL7e9IAzs%3D",""
"November 10, 1970 (Page 16 of 43)","","","(Page 16 of 43)","Historical Newspapers","","","","1970-11-10","Nov 10, 1970","16","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712473962?accountid=10792&bdid=57410&_bd=tq3iCkjmAFn%2FhQua%2B11MAWgvtP4%3D",""
"Protest over Keeler story","","Our own Reporter","The Guardian (1959-2003)","Historical Newspapers","","","","1969-10-03","Oct 3, 1969","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185499321?accountid=10792&bdid=57410&_bd=86GExGTFtJEBPp0K2%2FSLszrRNkk%3D",""
"As others see us . .","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-27","Sep 27, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184989863?accountid=10792&bdid=57410&_bd=Y52bVj76cXNCFkGwT6pF0iUoClc%3D",""
"Tuesday radio","Radio 1","","The Guardian (1959-2003)","Historical Newspapers","","","","2003-06-03","Jun 3, 2003","51","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/189130364?accountid=10792&bdid=57410&_bd=McZHX1F0MzKqv1xp0h7LrUxzO9s%3D",""
"December 19, 2014 (Page 1)","","","(Page 1)","Historical Newspapers","","","","2014-12-19","Dec 19, 2014","1","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744974878?accountid=10792&bdid=57410&_bd=Lyce7PA27sWdfALoogKUevVYCqc%3D",""
"Reeling back the years","","","The Observer (1901- 2003)","Historical Newspapers","","","","1994-07-10","Jul 10, 1994","C21","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477658008?accountid=10792&bdid=57410&_bd=LN6a1rCtDbO%2FPZti5Z9D8GTmxm0%3D",""
"The change Mr Warbey advocates","","","The Guardian (1959-2003)","Historical Newspapers","","","","1965-08-03","Aug 3, 1965","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185139527?accountid=10792&bdid=57410&_bd=jo1P7%2FR5LT904NMYiqVQoNU%2BdGA%3D",""
"Pop LONDON","","","The Observer (1901- 2003)","Historical Newspapers","","","","2000-08-19","Aug 19, 2000","C27","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/478146423?accountid=10792&bdid=57410&_bd=J9aTJXFISJ4OM0Q5PzkDnyszse0%3D",""
"July 22, 1981 (Page 21 of 39)","","","(Page 21 of 39)","Historical Newspapers","","","","1981-07-22","Jul 22, 1981","21","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2723422181?accountid=10792&bdid=57410&_bd=B8%2FSV3YEpBRrQSZEhgUzBwbZg6k%3D",""
"October 3, 2002 (Page 10 of 184)","","","(Page 10 of 184)","Historical Newspapers","","","","2002-10-03","Oct 3, 2002","10","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713505570?accountid=10792&bdid=57410&_bd=GsXtqcXZ%2Fqslko79EEUMcHZn5zs%3D",""
"Footballer loses year-long fight for privacy","","Morris, Steven","The Guardian (1959-2003)","Historical Newspapers","","","","2002-03-30","Mar 30, 2002","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188884926?accountid=10792&bdid=57410&_bd=MStvdvRz8oD8higPDzZ3Od%2B9X%2BI%3D",""
"State spies or Press?","","","The Observer (1901- 2003)","Historical Newspapers","","","","1963-06-23","Jun 23, 1963","3","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475659836?accountid=10792&bdid=57410&_bd=G6gFOwOpLyM3laf2xgzz86wT0lk%3D",""
"The people's squire","","Shrapnel, Norman","The Guardian (1959-2003)","Historical Newspapers","","","","1990-01-05","Jan 5, 1990","39","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187055177?accountid=10792&bdid=57410&_bd=DA7wkLtieE7rpPnVmeN6JF7cb%2BU%3D",""
"BBC1","","","The Guardian (1959-2003)","Historical Newspapers","","","","2002-11-16","Nov 16, 2002","D80","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/189003702?accountid=10792&bdid=57410&_bd=RBnhtQHExcVfwNRLphc45Q4MVZk%3D",""
"May 29, 1987 (Page 32 of 64)","","","(Page 32 of 64)","Historical Newspapers","","","","1987-05-29","May 29, 1987","32","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2713036454?accountid=10792&bdid=57410&_bd=ecyUqDQ8cHcqqgQLVMfufpBGuy0%3D",""
"Fierce exchanges over EEC","Who pledged what to Commonwealth ?","","The Guardian (1959-2003)","Historical Newspapers","","","","1962-12-14","Dec 14, 1962","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184965362?accountid=10792&bdid=57410&_bd=Gkgmg2rE7Ve0f4yiq1FMVZkt9T4%3D",""
"Owners ot Rachman empire 'in conflict'","Detective's evidence at trial","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-10-16","Oct 16, 1963","7","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184879546?accountid=10792&bdid=57410&_bd=DkMBlwA9v0D0mB9o3CcU%2Bxu%2BH24%3D",""
"The Week That Was","","Ingrams, Richard","The Observer (1901- 2003)","Historical Newspapers","","","","1996-03-31","Mar 31, 1996","C2","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477796890?accountid=10792&bdid=57410&_bd=38XVPy1Eq7QWKN%2Beb9bW7PhGfaY%3D",""
"Bound to be gagged","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1988-01-27","Jan 27, 1988","25","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186797719?accountid=10792&bdid=57410&_bd=uT8PEy1nvEgi8C2RSFKSnrAkt88%3D",""
"Blood-lust of a newshound","","Stafford Somerfield","The Guardian (1959-2003)","Historical Newspapers","","","","1995-01-16","Jan 16, 1995","15","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187622637?accountid=10792&bdid=57410&_bd=5FDCL4WrWROTD%2F%2BtLja7dA5lWE8%3D",""
"June 22, 1963 (Page 1 of 16)","","","(Page 1 of 16)","Historical Newspapers","","","","1963-06-22","Jun 22, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712325100?accountid=10792&bdid=57410&_bd=oHSJJE1WgnRiyxyUWzpAlI0IaCc%3D",""
"February 23, 1979 (Page 16 of 48)","","","(Page 16 of 48)","Historical Newspapers","","","","1979-02-23","Feb 23, 1979","16","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712809101?accountid=10792&bdid=57410&_bd=oWnztm8AhKY8a3kAEFZotAc8RO4%3D",""
"July 5, 1963 (Page 1 of 28)","","","(Page 1 of 28)","Historical Newspapers","","","","1963-07-05","Jul 5, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712301154?accountid=10792&bdid=57410&_bd=nqZcCqHzAMrfocMmWiX98Tv6RDI%3D",""
